sigma_vi,id,des,ps,ts,method,energy,ip,fullname,sigma_mc,date
1.7110,bK06RC0H,2006 RH120,-8.51,0,IOBS,1.266e-03,1.901e-06,(2006 RH120),,2124-02-03.13
1.1219,bK06RC0H,2006 RH120,-7.84,0,IOBS,1.268e-03,8.636e-06,(2006 RH120),,2121-02-20.66
0.5737,bK25E00M,2025 EM,-8.07,0,IOBS,1.103e-02,9.477e-07,(2025 EM),,2125-02-10.36
2.7565,bK23H05Z,2023 HZ5,-9.27,0,IOBS,2.001e-02,3.235e-08,(2023 HZ5),,2113-04-20.01
1.5112,bK23H05Z,2023 HZ5,-9.92,0,IOBS,1.989e-02,7.018e-09,(2023 HZ5),,2109-04-20.23
1.2764,bK23H05Z,2023 HZ5,-9.90,0,IOBS,1.962e-02,6.510e-09,(2023 HZ5),,2100-04-19.43
1.2151,bK23H05Z,2023 HZ5,-6.13,0,IOBS,1.963e-02,3.334e-05,(2023 HZ5),,2089-04-19.10
1.0531,bK23H05Z,2023 HZ5,-7.47,0,IOBS,1.963e-02,1.240e-06,(2023 HZ5),,2077-04-18.93
1.4423,bK25W01R,2025 WR1,-11.34,0,IOBS,3.061e-03,1.203e-09,(2025 WR1),,2110-11-23.74
1.3631,bK23X11Z,2023 XZ11,-5.31,0,IOBS,1.627e+00,5.316e-06,(2023 XZ11),,2078-12-15.43
1.1357,bK23X11Z,2023 XZ11,-6.81,0,IOBS,1.628e+00,1.560e-07,(2023 XZ11),,2075-12-15.65
0.8698,bK12B13W,2012 BW13,-9.40,0,IOBS,7.378e-02,8.696e-09,(2012 BW13),,2117-01-28.18
1.3118,bK12B13W,2012 BW13,-7.99,0,IOBS,7.422e-02,2.308e-07,(2012 BW13),,2120-01-28.82
1.7968,bK06H02E,2006 HE2,-9.93,0,IOBS,1.147e-01,1.792e-09,(2006 HE2),,2114-10-08.58
1.3748,bK06H02E,2006 HE2,-9.31,0,IOBS,1.152e-01,7.928e-09,(2006 HE2),,2121-10-04.05
0.6922,bK06H02E,2006 HE2,-8.81,0,IOBS,1.154e-01,2.368e-08,(2006 HE2),,2115-10-11.15
0.4834,bK23J00K,2023 JK,-6.73,0,IOBS,1.760e+00,2.512e-07,(2023 JK),,2096-05-17.28
1.3699,bK23J00K,2023 JK,-6.16,0,IOBS,1.760e+00,9.343e-07,(2023 JK),,2096-05-17.27
0.0490,bK23T03L,2023 TL3,-7.37,0,IOBS,1.275e+00,4.811e-08,(2023 TL3),,2071-10-06.99
2.7860,bK23S04S,2023 SS4,-6.40,0,IOBS,9.886e-02,7.272e-06,(2023 SS4),,2120-09-16.87
1.9574,bK23S04S,2023 SS4,-6.23,0,IOBS,9.884e-02,1.030e-05,(2023 SS4),,2117-09-17.11
0.1540,bK06H06F,2006 HF6,-7.62,0,IOBS,5.029e+00,1.721e-08,(2006 HF6),,2112-04-19.33
0.2106,bK06H06F,2006 HF6,-6.88,0,IOBS,5.035e+00,8.314e-08,(2006 HF6),,2102-04-19.84
0.1604,bK06H06F,2006 HF6,-6.36,0,IOBS,5.043e+00,2.787e-07,(2006 HF6),,2102-04-19.84
0.4083,bK06H06F,2006 HF6,-6.59,0,IOBS,5.041e+00,1.616e-07,(2006 HF6),,2102-04-19.82
1.7115,bK06H06F,2006 HF6,-7.63,0,IOBS,5.083e+00,1.363e-08,(2006 HF6),,2096-04-18.69
0.3450,bK06H06F,2006 HF6,-7.67,0,IOBS,5.025e+00,1.204e-08,(2006 HF6),,2093-04-18.70
0.1914,bK06H06F,2006 HF6,-8.26,0,IOBS,5.044e+00,2.965e-09,(2006 HF6),,2091-04-19.22
2.9677,bK06H06F,2006 HF6,-6.93,0,IOBS,4.959e+00,6.331e-08,(2006 HF6),,2089-04-18.81
1.2692,bK06H06F,2006 HF6,-6.18,0,IOBS,5.077e+00,3.442e-07,(2006 HF6),,2088-04-18.54
0.3398,bK06H06F,2006 HF6,-6.79,0,IOBS,5.047e+00,8.455e-08,(2006 HF6),,2088-04-18.54
1.1585,bK06H06F,2006 HF6,-6.37,0,IOBS,5.066e+00,2.218e-07,(2006 HF6),,2088-04-18.52
1.0202,bK06H06F,2006 HF6,-6.81,0,IOBS,5.064e+00,7.993e-08,(2006 HF6),,2088-04-18.47
0.3589,bK06H06F,2006 HF6,-8.60,0,IOBS,5.034e+00,1.208e-09,(2006 HF6),,2084-04-18.58
0.2234,bK06H06F,2006 HF6,-6.02,0,IOBS,5.038e+00,4.524e-07,(2006 HF6),,2083-04-19.35
1.2104,bK06H06F,2006 HF6,-7.55,0,IOBS,5.073e+00,1.352e-08,(2006 HF6),,2083-04-19.22
1.2720,bK06H06F,2006 HF6,-5.83,0,IOBS,5.077e+00,7.028e-07,(2006 HF6),,2083-04-19.21
0.0954,bK06H06F,2006 HF6,-7.30,0,IOBS,5.043e+00,2.332e-08,(2006 HF6),,2081-04-18.92
0.4469,bK06H06F,2006 HF6,-5.98,0,IOBS,5.032e+00,4.660e-07,(2006 HF6),,2079-04-19.43
1.2072,bK06H06F,2006 HF6,-7.75,0,IOBS,5.079e+00,7.682e-09,(2006 HF6),,2078-04-18.94
0.1980,bK06H06F,2006 HF6,-5.09,0,IOBS,5.046e+00,3.004e-06,(2006 HF6),,2070-04-19.08
0.1847,bK06H06F,2006 HF6,-5.16,0,IOBS,5.046e+00,2.550e-06,(2006 HF6),,2070-04-19.08
0.1789,bK06H06F,2006 HF6,-5.79,0,IOBS,5.046e+00,6.050e-07,(2006 HF6),,2070-04-19.07
3.1943,bK06H06F,2006 HF6,-6.39,0,IOBS,4.949e+00,1.513e-07,(2006 HF6),,2069-04-19.04
0.3897,bK06H06F,2006 HF6,-6.26,0,IOBS,5.038e+00,1.925e-07,(2006 HF6),,2068-04-18.66
1.7683,bK06U17U,2006 UU17,-6.84,0,IOBS,1.877e-01,1.556e-06,(2006 UU17),,2119-10-21.46
1.8166,bK06U17U,2006 UU17,-8.63,0,IOBS,1.877e-01,2.526e-08,(2006 UU17),,2119-10-21.43
1.7581,bK06U17U,2006 UU17,-6.57,0,IOBS,1.879e-01,2.889e-06,(2006 UU17),,2119-10-21.39
1.2767,bK06U17U,2006 UU17,-8.18,0,IOBS,1.899e-01,6.389e-08,(2006 UU17),,2111-10-21.82
2.4891,bK06U17U,2006 UU17,-7.15,0,IOBS,1.954e-01,6.469e-07,(2006 UU17),,2107-10-21.65
2.2432,bK06U17U,2006 UU17,-7.64,0,IOBS,1.959e-01,1.997e-07,(2006 UU17),,2103-10-21.99
2.0603,bK06U17U,2006 UU17,-5.98,0,IOBS,1.954e-01,9.076e-06,(2006 UU17),,2103-10-21.85
1.9444,bK06U17U,2006 UU17,-6.11,0,IOBS,1.951e-01,6.761e-06,(2006 UU17),,2103-10-21.80
2.3051,bK06U17U,2006 UU17,-9.52,0,IOBS,1.963e-01,2.462e-09,(2006 UU17),,2099-10-20.95
5.7933,bK06D62O,2006 DO62,-8.52,0,IOBS,1.489e-02,1.492e-07,(2006 DO62),,2082-02-21.67
5.4618,bK06D62O,2006 DO62,-7.85,0,IOBS,1.474e-02,6.613e-07,(2006 DO62),,2079-02-22.52
3.8171,bK17C32Y,2017 CY32,-11.43,0,IOBS,2.112e-02,2.029e-10,(2017 CY32),,2110-01-31.96
2.8677,bK17C32Y,2017 CY32,-10.18,0,IOBS,2.102e-02,3.525e-09,(2017 CY32),,2107-02-01.28
1.2277,bK17C32Y,2017 CY32,-11.05,0,IOBS,2.176e-02,4.647e-10,(2017 CY32),,2107-01-31.60
1.9249,bK16T02Q,2016 TQ2,-6.01,0,IOBS,2.959e-01,7.302e-06,(2016 TQ2),,2120-10-04.07
0.1646,bK16W07N,2016 WN7,-8.36,0,IOBS,1.864e-02,2.963e-07,(2016 WN7),,2118-11-22.74
1.0011,bK17D16G,2017 DG16,-10.38,0,IOBS,2.240e-03,1.499e-08,(2017 DG16),,2115-02-25.60
0.9406,bK21T10G,2021 TG10,-9.37,0,IOBS,4.134e-02,1.244e-08,(2021 TG10),,2101-10-05.82
2.6569,bK21T10G,2021 TG10,-6.89,0,IOBS,4.071e-02,2.916e-06,(2021 TG10),,2083-10-05.79
1.8079,bK21T10G,2021 TG10,-7.81,0,IOBS,4.299e-02,1.895e-07,(2021 TG10),,2058-10-06.78
2.5654,bK20K01D,2020 KD1,-10.06,0,IOBS,2.189e-02,2.016e-09,(2020 KD1),,2061-05-23.07
1.6574,bK20O00B,2020 OB,-6.20,0,IOBS,2.881e+01,1.245e-07,(2020 OB),,2122-07-23.94
2.5753,bK20K01D,2020 KD1,-8.41,0,IOBS,2.184e-02,4.220e-08,(2020 KD1),,2042-05-23.35
3.1634,bK08G00V,2008 GV,-6.55,0,IOBS,4.776e+01,1.150e-08,(2008 GV),,2055-04-05.59
0.6427,bK08J00Q,2008 JQ,-7.74,0,IOBS,5.710e-01,6.549e-08,(2008 JQ),,2101-05-01.64
1.4066,bK08Y32V,2008 YV32,-10.86,0,IOBS,1.944e-01,1.463e-10,(2008 YV32),,2122-01-10.93
1.4609,bK08Y32V,2008 YV32,-8.33,0,IOBS,1.915e-01,5.004e-08,(2008 YV32),,2120-01-11.37
0.2055,bK08Y32V,2008 YV32,-9.19,0,IOBS,1.929e-01,6.654e-09,(2008 YV32),,2119-01-11.39
1.1170,bK08Y32V,2008 YV32,-8.55,0,IOBS,1.920e-01,2.920e-08,(2008 YV32),,2119-01-11.31
1.1339,bK08Y32V,2008 YV32,-8.53,0,IOBS,1.948e-01,3.015e-08,(2008 YV32),,2117-01-10.57
1.1326,bK08Y32V,2008 YV32,-9.33,0,IOBS,1.949e-01,4.692e-09,(2008 YV32),,2117-01-10.46
1.3115,bK08Y32V,2008 YV32,-9.10,0,IOBS,1.922e-01,8.044e-09,(2008 YV32),,2116-01-11.81
0.0988,bK08Y32V,2008 YV32,-9.85,0,IOBS,1.934e-01,1.411e-09,(2008 YV32),,2116-01-11.23
1.2243,bK08Y32V,2008 YV32,-8.49,0,IOBS,1.941e-01,3.166e-08,(2008 YV32),,2114-01-11.35
1.1509,bK08Y32V,2008 YV32,-9.91,0,IOBS,1.947e-01,1.165e-09,(2008 YV32),,2112-01-11.28
1.1385,bK08Y32V,2008 YV32,-9.52,0,IOBS,1.946e-01,2.806e-09,(2008 YV32),,2109-01-10.65
1.1523,bK08Y32V,2008 YV32,-9.85,0,IOBS,1.945e-01,1.271e-09,(2008 YV32),,2107-01-11.11
2.9992,bK08SE8H,2008 SH148,-9.61,0,IOBS,2.629e-01,1.556e-09,(2008 SH148),,2097-11-17.72
1.1685,bK08SE8H,2008 SH148,-9.66,0,IOBS,5.092e-01,6.831e-10,(2008 SH148),,2087-01-01.37
3.1492,bK08SE8H,2008 SH148,-9.15,0,IOBS,2.628e-01,1.665e-09,(2008 SH148),,2052-11-14.75
2.5892,bK08SE8H,2008 SH148,-9.26,0,IOBS,2.528e-01,8.350e-10,(2008 SH148),,2042-11-16.92
3.1595,bK08T00E,2008 TE,-8.63,0,IOBS,3.549e-02,9.370e-08,(2008 TE),,2117-09-27.14
0.5198,bK08T00E,2008 TE,-9.06,0,IOBS,3.638e-02,3.364e-08,(2008 TE),,2115-05-20.98
1.4393,bK08T00E,2008 TE,-9.69,0,IOBS,3.664e-02,5.805e-09,(2008 TE),,2092-09-25.18
0.5781,bK08T00E,2008 TE,-10.57,0,IOBS,3.628e-02,6.835e-10,(2008 TE),,2085-09-25.54
0.5312,bK08T00E,2008 TE,-10.41,0,IOBS,3.646e-02,8.637e-10,(2008 TE),,2077-09-25.35
0.5289,bK08T00E,2008 TE,-9.97,0,IOBS,3.646e-02,1.986e-09,(2008 TE),,2069-09-25.33
0.5266,bK08T00E,2008 TE,-9.86,0,IOBS,3.645e-02,2.454e-09,(2008 TE),,2067-09-25.82
2.3747,bK08X00K,2008 XK,-9.97,0,IOBS,1.357e-01,1.070e-09,(2008 XK),,2092-11-11.53
1.6054,bK08X00K,2008 XK,-10.44,0,IOBS,1.262e-01,3.386e-10,(2008 XK),,2085-11-26.93
3.2264,bK08X00K,2008 XK,-9.65,0,IOBS,1.319e-01,1.636e-09,(2008 XK),,2073-12-05.52
5.2188,bK08X00K,2008 XK,-9.08,0,IOBS,1.225e-01,3.337e-09,(2008 XK),,2050-12-04.49
2.1469,bK12XB2B,2012 XB112,-8.88,0,IOBS,1.112e-03,8.485e-07,(2012 XB112),,2118-06-04.83
0.6448,bK13F13U,2013 FU13,-7.45,0,IOBS,4.458e-02,1.254e-06,(2013 FU13),,2122-03-16.63
2.3345,bK12XB2B,2012 XB112,-9.43,0,IOBS,1.113e-03,2.456e-07,(2012 XB112),,2121-06-05.67
1.1732,bK12X55L,2012 XL55,-9.86,0,IOBS,1.704e-01,9.797e-10,(2012 XL55),,2082-12-09.45
3.5252,bK12X55L,2012 XL55,-9.81,0,IOBS,1.794e-01,7.540e-10,(2012 XL55),,2066-06-09.17
3.0519,bK21L03C,2021 LC3,-9.94,0,IOBS,1.617e-01,9.536e-10,(2021 LC3),,2089-06-10.07
3.2922,bK21L03C,2021 LC3,-7.92,0,IOBS,1.619e-01,6.177e-08,(2021 LC3),,2065-06-09.78
1.3547,bK14UH6A,2014 UA176,-8.14,0,IOBS,1.003e-01,7.234e-08,(2014 UA176),,2078-11-08.61
0.4579,bK15V64L,2015 VL64,-8.93,0,IOBS,1.336e-02,1.079e-07,(2015 VL64),,2121-11-06.20
2.8654,bK16B15Q,2016 BQ15,-7.22,0,IOBS,2.886e+00,3.627e-08,(2016 BQ15),,2072-02-07.38
1.0303,bK16G02K,2016 GK2,-9.23,0,IOBS,2.783e-02,3.022e-08,(2016 GK2),,2122-03-28.69
1.7754,bK16G02K,2016 GK2,-11.21,0,IOBS,2.795e-02,3.133e-10,(2016 GK2),,2121-03-28.26
0.4824,bK16G02K,2016 GK2,-9.67,0,IOBS,2.773e-02,1.065e-08,(2016 GK2),,2119-03-28.66
0.4929,bK16G02K,2016 GK2,-10.48,0,IOBS,2.767e-02,1.661e-09,(2016 GK2),,2119-03-28.57
0.0400,bK14U56U,2014 UU56,-9.44,0,IOBS,1.256e-02,3.401e-08,(2014 UU56),,2119-05-13.55
2.2878,bK14U56U,2014 UU56,-10.52,0,IOBS,1.263e-02,2.724e-09,(2014 UU56),,2116-05-04.74
0.9360,bK14U56U,2014 UU56,-10.31,0,IOBS,1.259e-02,3.948e-09,(2014 UU56),,2106-04-30.74
2.0242,bK14Wa6A,2014 WA366,-9.17,0,IOBS,8.877e-02,1.354e-08,(2014 WA366),,2121-11-16.19
1.0736,bK14Wa6A,2014 WA366,-7.85,0,IOBS,8.873e-02,2.802e-07,(2014 WA366),,2121-11-15.51
1.1256,bK14Wa6A,2014 WA366,-8.68,0,IOBS,8.858e-02,4.182e-08,(2014 WA366),,2121-11-13.47
0.5591,bK14Wa6A,2014 WA366,-8.64,0,IOBS,8.850e-02,4.459e-08,(2014 WA366),,2118-11-12.21
1.1946,bK14U57D,2014 UD57,-8.62,0,IOBS,4.026e-01,1.424e-08,(2014 UD57),,2121-10-21.80
1.0011,bK14U57D,2014 UD57,-7.42,0,IOBS,4.014e-01,2.267e-07,(2014 UD57),,2120-10-21.53
2.5046,bK14U57D,2014 UD57,-8.37,0,IOBS,3.997e-01,2.505e-08,(2014 UD57),,2119-10-23.88
0.4103,bK14U57D,2014 UD57,-8.15,0,IOBS,4.016e-01,4.111e-08,(2014 UD57),,2118-10-24.02
0.3872,bK14U57D,2014 UD57,-7.23,0,IOBS,4.017e-01,3.380e-07,(2014 UD57),,2118-10-23.99
0.3695,bK14U57D,2014 UD57,-6.92,0,IOBS,4.008e-01,6.935e-07,(2014 UD57),,2117-10-23.74
1.1733,bK14U57D,2014 UD57,-8.02,0,IOBS,4.017e-01,5.428e-08,(2014 UD57),,2117-10-21.91
1.3952,bK14U57D,2014 UD57,-8.08,0,IOBS,4.012e-01,4.656e-08,(2014 UD57),,2115-10-24.55
1.1452,bK14U57D,2014 UD57,-6.62,0,IOBS,4.022e-01,1.338e-06,(2014 UD57),,2115-10-22.30
0.3579,bK14U57D,2014 UD57,-8.85,0,IOBS,4.016e-01,7.659e-09,(2014 UD57),,2112-10-23.54
1.9267,bK14U57D,2014 UD57,-9.55,0,IOBS,4.029e-01,1.506e-09,(2014 UD57),,2111-06-21.42
0.4177,bK14U57D,2014 UD57,-8.53,0,IOBS,4.008e-01,1.556e-08,(2014 UD57),,2109-10-23.31
0.3580,bK14U57D,2014 UD57,-9.28,0,IOBS,4.010e-01,2.739e-09,(2014 UD57),,2108-10-23.28
0.4066,bK14U57D,2014 UD57,-8.34,0,IOBS,4.009e-01,2.390e-08,(2014 UD57),,2108-10-23.23
2.5135,bK14U57D,2014 UD57,-6.13,0,IOBS,3.998e-01,3.883e-06,(2014 UD57),,2108-10-23.07
0.3585,bK14U57D,2014 UD57,-7.56,0,IOBS,4.009e-01,1.404e-07,(2014 UD57),,2106-10-23.80
1.1836,bK14U57D,2014 UD57,-8.88,0,IOBS,4.022e-01,6.610e-09,(2014 UD57),,2105-10-21.73
0.4560,bK14U57D,2014 UD57,-8.82,0,IOBS,4.015e-01,7.454e-09,(2014 UD57),,2104-10-23.07
0.3885,bK14U57D,2014 UD57,-8.10,0,IOBS,4.013e-01,3.894e-08,(2014 UD57),,2104-10-23.03
0.4043,bK14U57D,2014 UD57,-8.55,0,IOBS,4.007e-01,1.360e-08,(2014 UD57),,2103-10-23.99
1.7320,bK14U56U,2014 UU56,-10.34,0,IOBS,1.259e-02,3.480e-09,(2014 UU56),,2102-05-10.10
0.2845,bK14U56U,2014 UU56,-9.31,0,IOBS,1.257e-02,3.537e-08,(2014 UU56),,2098-05-12.10
1.7222,bK14U56U,2014 UU56,-9.70,0,IOBS,1.260e-02,1.404e-08,(2014 UU56),,2096-05-08.62
0.7887,bK14U56U,2014 UU56,-10.12,0,IOBS,1.258e-02,4.756e-09,(2014 UU56),,2088-05-09.83
1.2734,bK15E07G,2015 EG7,-7.61,0,IOBS,6.997e-02,5.791e-07,(2015 EG7),,2118-03-23.81
3.0571,bK15E07G,2015 EG7,-10.08,0,IOBS,6.942e-02,1.896e-09,(2015 EG7),,2115-03-23.86
1.9039,bK06A03U,2006 AU3,-9.36,0,IOBS,1.837e-01,4.248e-09,(2006 AU3),,2109-01-15.21
1.7876,bK06A03U,2006 AU3,-7.36,0,IOBS,1.808e-01,4.076e-07,(2006 AU3),,2105-01-15.13
3.8213,bK06A03U,2006 AU3,-9.55,0,IOBS,1.847e-01,2.550e-09,(2006 AU3),,2104-01-19.59
3.2098,bK06A03U,2006 AU3,-8.26,0,IOBS,1.836e-01,3.310e-08,(2006 AU3),,2078-01-13.67
2.1186,bK11W04Q,2011 WQ4,-8.43,0,IOBS,4.133e-02,1.337e-07,(2011 WQ4),,2119-01-13.15
0.4631,bK11W04Q,2011 WQ4,-9.40,0,IOBS,4.217e-02,9.225e-09,(2011 WQ4),,2087-01-14.73
1.1221,bK04RG4V,2004 RV164,-7.42,0,IOBS,3.530e+00,3.616e-08,(2004 RV164),,2111-08-19.31
1.1540,bK05W57G,2005 WG57,-7.92,0,IOBS,9.084e+00,5.987e-09,(2005 WG57),,2122-08-24.21
1.4507,bK05W57G,2005 WG57,-7.52,0,IOBS,9.048e+00,1.520e-08,(2005 WG57),,2123-08-24.09
2.9653,bK04W01C,2004 WC1,-7.98,0,IOBS,1.888e-01,1.094e-07,(2004 WC1),,2117-11-17.04
2.3430,bK04F04M,2004 FM4,-7.98,0,IOBS,3.973e+00,9.741e-09,(2004 FM4),,2119-03-23.32
2.2192,bK04F04M,2004 FM4,-7.85,0,IOBS,3.981e+00,1.281e-08,(2004 FM4),,2116-03-22.43
2.4539,bK04F04M,2004 FM4,-9.36,0,IOBS,3.916e+00,3.703e-10,(2004 FM4),,2110-03-21.99
2.4207,bK10U00E,2010 UE,-8.07,0,IOBS,4.237e-03,1.408e-07,(2010 UE),,2032-10-14.45
2.6139,bK10U00E,2010 UE,-8.68,0,IOBS,4.177e-03,9.610e-08,(2010 UE),,2044-10-13.25
2.0087,bK06X04V,2006 XV4,-8.19,0,IOBS,1.551e+00,1.299e-08,(2006 XV4),,2120-12-08.15
4.3785,bK26B07S,2026 BS7,-9.52,0,IOBS,1.718e-01,3.507e-09,(2026 BS7),,2120-10-08.39
1.8481,bK06X04V,2006 XV4,-7.31,0,IOBS,1.534e+00,7.844e-08,(2006 XV4),,2101-12-09.47
1.8293,bK06X04V,2006 XV4,-7.52,0,IOBS,1.533e+00,4.907e-08,(2006 XV4),,2101-12-09.49
1.0675,bK20W01A,2020 WA1,-8.97,0,IOBS,2.024e-02,3.854e-08,(2020 WA1),,2078-11-17.99
0.0476,bK20W01A,2020 WA1,-8.67,0,IOBS,2.116e-02,4.759e-08,(2020 WA1),,2059-11-20.70
3.2247,bK20W01A,2020 WA1,-10.21,0,IOBS,2.043e-02,7.947e-10,(2020 WA1),,2044-11-17.00
0.0708,bK20W01A,2020 WA1,-8.90,0,IOBS,2.110e-02,2.480e-08,(2020 WA1),,2055-11-20.43
2.0424,bK07D07S,2007 DS7,-7.62,0,IOBS,5.445e-01,1.089e-07,(2007 DS7),,2118-02-18.00
0.5879,bK14UH5Z,2014 UZ175,-9.10,0,IOBS,1.786e-02,3.356e-08,(2014 UZ175),,2081-10-20.05
0.1350,bK15F36N,2015 FN36,-7.87,0,IOBS,1.628e+01,4.196e-09,(2015 FN36),,2122-03-16.37
2.9290,bK15KV9E,2015 KE319,-6.78,0,IOBS,1.916e-01,1.257e-06,(2015 KE319),,2092-05-28.76
5.0339,bK15KV9E,2015 KE319,-6.93,0,IOBS,2.282e-01,3.897e-07,(2015 KE319),,2059-05-23.24
3.1219,bK15KV9E,2015 KE319,-6.11,0,IOBS,1.918e-01,1.823e-06,(2015 KE319),,2046-05-29.45
0.0817,bK14Wa6A,2014 WA366,-6.83,0,IOBS,8.855e-02,2.850e-06,(2014 WA366),,2117-11-16.70
0.7626,bK14Wa6A,2014 WA366,-8.11,0,IOBS,8.851e-02,1.274e-07,(2014 WA366),,2104-11-13.52
2.2234,bK15PM8S,2015 PS228,-10.40,0,IOBS,3.497e-03,9.843e-09,(2015 PS228),,2115-03-20.33
2.0297,bK15PM8S,2015 PS228,-9.37,0,IOBS,3.479e-03,1.004e-07,(2015 PS228),,2110-03-27.65
2.3036,bK15PM8S,2015 PS228,-10.78,0,IOBS,3.482e-03,3.428e-09,(2015 PS228),,2100-09-02.63
2.2810,bK15PM8S,2015 PS228,-8.32,0,IOBS,3.482e-03,7.374e-07,(2015 PS228),,2080-03-11.33
6.7094,bK19X00R,2019 XR,-9.68,0,IOBS,1.727e-02,4.521e-09,(2019 XR),,2053-11-28.70
1.2497,bK20U04C,2020 UC4,-8.58,0,IOBS,2.860e-01,2.047e-08,(2020 UC4),,2121-06-18.22
3.7042,bK21B02O,2021 BO2,-8.16,0,IOBS,1.292e-02,1.610e-07,(2021 BO2),,2050-01-13.38
0.0539,bK23C03A,2023 CA3,-8.34,0,IOBS,1.014e-01,8.203e-08,(2023 CA3),,2120-02-19.90
4.3913,bK23C03C,2023 CC3,-9.40,0,IOBS,7.554e-02,7.261e-09,(2023 CC3),,2103-02-02.56
1.8149,bK21B02R,2021 BR2,-10.61,0,IOBS,3.564e-04,4.106e-08,(2021 BR2),,2122-08-26.80
1.6870,bK21B02R,2021 BR2,-10.89,0,IOBS,3.558e-04,1.966e-08,(2021 BR2),,2114-08-21.77
0.6044,bK22E07A,2022 EA7,-8.76,0,IOBS,3.676e-02,6.533e-08,(2022 EA7),,2114-03-11.68
5.1872,bK21V03N,2021 VN3,-11.67,0,IOBS,5.769e-04,1.761e-09,(2021 VN3),,2096-11-10.95
1.4870,bK21V03N,2021 VN3,-9.20,0,IOBS,5.772e-04,3.266e-07,(2021 VN3),,2069-08-26.82
1.9191,bJ99R31Z,1999 RZ31,-5.17,0,IOBS,6.277e+00,1.438e-06,(1999 RZ31),,2056-09-05.11
3.2152,bK19T01F,2019 TF1,-10.22,0,IOBS,4.512e-02,1.220e-09,(2019 TF1),,2081-05-26.50
0.4534,bK19U12X,2019 UX12,-10.70,0,IOBS,8.008e-03,2.708e-09,(2019 UX12),,2121-10-27.01
0.0755,bK19V05B,2019 VB5,-11.49,0,IOBS,9.622e-05,1.507e-08,(2019 VB5),,2121-12-03.59
1.8758,bK25N01N,2025 NN1,-10.51,0,IOBS,9.570e-04,1.617e-08,(2025 NN1),,2092-07-03.06
2.4501,bK19V00D,2019 VD,-8.99,0,IOBS,5.468e-02,3.023e-08,(2019 VD),,2121-11-11.07
1.3277,bK19V00D,2019 VD,-9.16,0,IOBS,5.324e-02,1.849e-08,(2019 VD),,2110-11-13.25
1.1380,bK19V00D,2019 VD,-7.88,0,IOBS,5.344e-02,3.283e-07,(2019 VD),,2105-11-13.03
0.9012,bK19V00D,2019 VD,-7.30,0,IOBS,5.351e-02,1.248e-06,(2019 VD),,2105-11-12.94
0.0517,bK20B05B,2020 BB5,-10.43,0,IOBS,1.937e-03,1.578e-08,(2020 BB5),,2121-01-22.66
0.1714,bK20B05B,2020 BB5,-10.71,0,IOBS,1.936e-03,8.243e-09,(2020 BB5),,2121-01-22.61
1.8663,bK20B05B,2020 BB5,-11.50,0,IOBS,1.937e-03,1.318e-09,(2020 BB5),,2120-01-23.17
0.0624,bK20B05B,2020 BB5,-8.96,0,IOBS,1.939e-03,4.531e-07,(2020 BB5),,2119-01-23.12
1.8746,bK20B05B,2020 BB5,-10.40,0,IOBS,1.941e-03,1.593e-08,(2020 BB5),,2116-01-23.34
0.0526,bK20B05B,2020 BB5,-9.79,0,IOBS,1.937e-03,6.450e-08,(2020 BB5),,2116-01-23.30
0.0410,bK20B05B,2020 BB5,-9.56,0,IOBS,1.934e-03,1.101e-07,(2020 BB5),,2115-01-23.10
1.8808,bK20B05B,2020 BB5,-9.76,0,IOBS,1.945e-03,6.751e-08,(2020 BB5),,2114-01-22.92
0.0584,bK20B05B,2020 BB5,-9.33,0,IOBS,1.938e-03,1.821e-07,(2020 BB5),,2114-01-22.88
0.0481,bK20B05B,2020 BB5,-9.83,0,IOBS,1.937e-03,5.469e-08,(2020 BB5),,2109-01-22.53
2.1443,bK21X00E,2021 XE,-10.94,0,IOBS,4.570e-03,1.438e-09,(2021 XE),,2081-12-01.26
1.3777,bK21X00E,2021 XE,-10.91,0,IOBS,4.576e-03,1.436e-09,(2021 XE),,2077-11-30.64
0.1701,bK22C00S,2022 CS,-7.41,0,IOBS,5.628e-01,8.992e-08,(2022 CS),,2075-01-27.65
0.2080,bK22C00S,2022 CS,-5.99,0,IOBS,5.634e-01,2.235e-06,(2022 CS),,2072-01-27.93
1.0789,bK08X02U,2008 XU2,-5.98,0,IOBS,6.348e-01,6.265e-07,(2008 XU2),,2039-11-25.06
1.5687,bK09E01H,2009 EH1,-10.57,0,IOBS,2.882e-02,5.902e-10,(2009 EH1),,2068-03-17.98
0.7659,bK10F00D,2010 FD,-8.25,0,IOBS,3.315e-01,3.191e-08,(2010 FD),,2104-03-07.52
0.0752,bK16T57C,2016 TC57,-7.24,0,IOBS,7.259e-02,1.232e-06,(2016 TC57),,2112-10-14.38
2.2775,bK16T54Q,2016 TQ54,-8.63,0,IOBS,5.627e-02,6.680e-08,(2016 TQ54),,2120-10-04.27
2.1060,bK16T54Q,2016 TQ54,-8.54,0,IOBS,5.644e-02,7.958e-08,(2016 TQ54),,2118-10-04.12
2.0482,bK16T54Q,2016 TQ54,-10.08,0,IOBS,5.661e-02,2.216e-09,(2016 TQ54),,2114-02-19.29
2.2796,bK18R03J,2018 RJ3,-7.37,0,IOBS,2.376e-02,1.140e-06,(2018 RJ3),,2070-09-08.14
